interface,model,task_id,total_search_invocations,total_elements_retrieved
mistral-medium-latest,mistral-medium-latest,Webmall_Cheapest_Best_Fit_Vague_Task5,0,0
mistral-medium-latest,mistral-medium-latest,Webmall_Cheapest_Best_Fit_Vague_Task6,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Cheapest_Product_Search_Task1,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Cheapest_Product_Search_Task10,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Cheapest_Product_Search_Task2,0,0
mistral-medium-latest,mistral-medium-latest,Webmall_Cheapest_Product_Search_Task3,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Cheapest_Product_Search_Task4,1,15
mistral-medium-latest,mistral-medium-latest,Webmall_Cheapest_Product_Search_Task5,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Cheapest_Product_Search_Task6,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Cheapest_Product_Search_Task7,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Cheapest_Product_Search_Task8,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Cheapest_Product_Search_Task9,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Checkout_Task1,0,0
mistral-medium-latest,mistral-medium-latest,Webmall_Checkout_Task2,0,0
mistral-medium-latest,mistral-medium-latest,Webmall_Checkout_Task3,0,0
mistral-medium-latest,mistral-medium-latest,Webmall_Checkout_Task4,0,0
mistral-medium-latest,mistral-medium-latest,Webmall_Checkout_Task5,0,0
mistral-medium-latest,mistral-medium-latest,Webmall_Checkout_Task6,0,0
mistral-medium-latest,mistral-medium-latest,Webmall_Checkout_Task7,0,0
mistral-medium-latest,mistral-medium-latest,Webmall_Checkout_Task8,0,0
mistral-medium-latest,mistral-medium-latest,Webmall_EndToEnd_Task1,1,10
mistral-medium-latest,mistral-medium-latest,Webmall_EndToEnd_Task2,1,10
mistral-medium-latest,mistral-medium-latest,Webmall_EndToEnd_Task3,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_EndToEnd_Task4,0,0
mistral-medium-latest,mistral-medium-latest,Webmall_EndToEnd_Task5,1,10
mistral-medium-latest,mistral-medium-latest,Webmall_EndToEnd_Task6,1,15
mistral-medium-latest,mistral-medium-latest,Webmall_EndToEnd_Task7,0,0
mistral-medium-latest,mistral-medium-latest,Webmall_EndToEnd_Task8,0,0
mistral-medium-latest,mistral-medium-latest,Webmall_Find_Compatible_Products_Task1,0,0
mistral-medium-latest,mistral-medium-latest,Webmall_Find_Compatible_Products_Task2,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Find_Compatible_Products_Task3,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Find_Compatible_Products_Task4,2,60
mistral-medium-latest,mistral-medium-latest,Webmall_Find_Compatible_Products_Task5,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Single_Product_Search_Task1,1,15
mistral-medium-latest,mistral-medium-latest,Webmall_Single_Product_Search_Task10,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Single_Product_Search_Task11,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Single_Product_Search_Task12,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Single_Product_Search_Task2,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Single_Product_Search_Task3,0,0
mistral-medium-latest,mistral-medium-latest,Webmall_Single_Product_Search_Task4,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Single_Product_Search_Task5,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Single_Product_Search_Task6,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Single_Product_Search_Task7,1,15
mistral-medium-latest,mistral-medium-latest,Webmall_Single_Product_Search_Task8,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Single_Product_Search_Task9,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Substitutes_Task1,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Substitutes_Task2,1,10
mistral-medium-latest,mistral-medium-latest,Webmall_Substitutes_Task3,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Substitutes_Task4,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Substitutes_Task5,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Substitutes_Task6,1,30
sonnet,claude-sonnet-4-20250514,Webmall_Add_To_Cart_Task1,1,15
sonnet,claude-sonnet-4-20250514,Webmall_Add_To_Cart_Task2,1,20
sonnet,claude-sonnet-4-20250514,Webmall_Add_To_Cart_Task3,1,20
sonnet,claude-sonnet-4-20250514,Webmall_Add_To_Cart_Task4,1,20
sonnet,claude-sonnet-4-20250514,Webmall_Add_To_Cart_Task5,1,20
sonnet,claude-sonnet-4-20250514,Webmall_Add_To_Cart_Task6,1,20
sonnet,claude-sonnet-4-20250514,Webmall_Add_To_Cart_Task7,1,15
sonnet,claude-sonnet-4-20250514,Webmall_Best_Fit_Specific_Task1,3,60
sonnet,claude-sonnet-4-20250514,Webmall_Best_Fit_Specific_Task10,4,90
sonnet,claude-sonnet-4-20250514,Webmall_Best_Fit_Specific_Task11,3,50
sonnet,claude-sonnet-4-20250514,Webmall_Best_Fit_Specific_Task2,2,50
sonnet,claude-sonnet-4-20250514,Webmall_Best_Fit_Specific_Task3,4,75
sonnet,claude-sonnet-4-20250514,Webmall_Best_Fit_Specific_Task4,2,35
sonnet,claude-sonnet-4-20250514,Webmall_Best_Fit_Specific_Task5,3,45
sonnet,claude-sonnet-4-20250514,Webmall_Best_Fit_Specific_Task6,1,25
sonnet,claude-sonnet-4-20250514,Webmall_Best_Fit_Specific_Task7,3,45
sonnet,claude-sonnet-4-20250514,Webmall_Best_Fit_Specific_Task8,4,75
sonnet,claude-sonnet-4-20250514,Webmall_Best_Fit_Specific_Task9,4,90
sonnet,claude-sonnet-4-20250514,Webmall_Best_Fit_Vague_Task1,1,20
sonnet,claude-sonnet-4-20250514,Webmall_Best_Fit_Vague_Task2,3,75
sonnet,claude-sonnet-4-20250514,Webmall_Best_Fit_Vague_Task3,3,75
sonnet,claude-sonnet-4-20250514,Webmall_Best_Fit_Vague_Task4,3,65
sonnet,claude-sonnet-4-20250514,Webmall_Best_Fit_Vague_Task5,7,135
sonnet,claude-sonnet-4-20250514,Webmall_Best_Fit_Vague_Task6,6,95
sonnet,claude-sonnet-4-20250514,Webmall_Best_Fit_Vague_Task7,3,45
sonnet,claude-sonnet-4-20250514,Webmall_Best_Fit_Vague_Task8,3,60
sonnet,claude-sonnet-4-20250514,Webmall_Cheapest_Best_Fit_Specific_Task1,2,35
sonnet,claude-sonnet-4-20250514,Webmall_Cheapest_Best_Fit_Specific_Task10,1,30
sonnet,claude-sonnet-4-20250514,Webmall_Cheapest_Best_Fit_Specific_Task2,1,20
sonnet,claude-sonnet-4-20250514,Webmall_Cheapest_Best_Fit_Specific_Task3,1,25
sonnet,claude-sonnet-4-20250514,Webmall_Cheapest_Best_Fit_Specific_Task4,1,30
sonnet,claude-sonnet-4-20250514,Webmall_Cheapest_Best_Fit_Specific_Task5,3,75
sonnet,claude-sonnet-4-20250514,Webmall_Cheapest_Best_Fit_Specific_Task6,2,50
sonnet,claude-sonnet-4-20250514,Webmall_Cheapest_Best_Fit_Specific_Task7,1,30
sonnet,claude-sonnet-4-20250514,Webmall_Cheapest_Best_Fit_Specific_Task8,1,30
sonnet,claude-sonnet-4-20250514,Webmall_Cheapest_Best_Fit_Specific_Task9,1,20
sonnet,claude-sonnet-4-20250514,Webmall_Cheapest_Best_Fit_Vague_Task1,4,100
sonnet,claude-sonnet-4-20250514,Webmall_Cheapest_Best_Fit_Vague_Task2,3,60
sonnet,claude-sonnet-4-20250514,Webmall_Cheapest_Best_Fit_Vague_Task3,1,25
sonnet,claude-sonnet-4-20250514,Webmall_Cheapest_Best_Fit_Vague_Task4,4,90
sonnet,claude-sonnet-4-20250514,Webmall_Cheapest_Best_Fit_Vague_Task5,2,50
sonnet,claude-sonnet-4-20250514,Webmall_Cheapest_Best_Fit_Vague_Task6,3,75
sonnet,claude-sonnet-4-20250514,Webmall_Cheapest_Product_Search_Task1,1,20
sonnet,claude-sonnet-4-20250514,Webmall_Cheapest_Product_Search_Task10,1,15
sonnet,claude-sonnet-4-20250514,Webmall_Cheapest_Product_Search_Task2,3,65
sonnet,claude-sonnet-4-20250514,Webmall_Cheapest_Product_Search_Task3,1,20
sonnet,claude-sonnet-4-20250514,Webmall_Cheapest_Product_Search_Task4,1,15
sonnet,claude-sonnet-4-20250514,Webmall_Cheapest_Product_Search_Task5,1,15
sonnet,claude-sonnet-4-20250514,Webmall_Cheapest_Product_Search_Task6,1,20
sonnet,claude-sonnet-4-20250514,Webmall_Cheapest_Product_Search_Task7,3,60
sonnet,claude-sonnet-4-20250514,Webmall_Cheapest_Product_Search_Task8,1,15
sonnet,claude-sonnet-4-20250514,Webmall_Cheapest_Product_Search_Task9,1,15
sonnet,claude-sonnet-4-20250514,Webmall_Checkout_Task1,0,0
sonnet,claude-sonnet-4-20250514,Webmall_Checkout_Task2,0,0
sonnet,claude-sonnet-4-20250514,Webmall_Checkout_Task3,0,0
sonnet,claude-sonnet-4-20250514,Webmall_Checkout_Task4,0,0
sonnet,claude-sonnet-4-20250514,Webmall_Checkout_Task5,0,0
sonnet,claude-sonnet-4-20250514,Webmall_Checkout_Task6,0,0
sonnet,claude-sonnet-4-20250514,Webmall_Checkout_Task7,0,0
sonnet,claude-sonnet-4-20250514,Webmall_Checkout_Task8,0,0
sonnet,claude-sonnet-4-20250514,Webmall_EndToEnd_Task1,1,15
sonnet,claude-sonnet-4-20250514,Webmall_EndToEnd_Task2,1,15
sonnet,claude-sonnet-4-20250514,Webmall_EndToEnd_Task3,1,20
sonnet,claude-sonnet-4-20250514,Webmall_EndToEnd_Task4,1,15
sonnet,claude-sonnet-4-20250514,Webmall_EndToEnd_Task5,1,15
sonnet,claude-sonnet-4-20250514,Webmall_EndToEnd_Task6,1,15
sonnet,claude-sonnet-4-20250514,Webmall_EndToEnd_Task7,2,30
sonnet,claude-sonnet-4-20250514,Webmall_EndToEnd_Task8,2,45
sonnet,claude-sonnet-4-20250514,Webmall_Find_Compatible_Products_Task1,5,85
sonnet,claude-sonnet-4-20250514,Webmall_Find_Compatible_Products_Task2,5,85
sonnet,claude-sonnet-4-20250514,Webmall_Find_Compatible_Products_Task3,6,115
sonnet,claude-sonnet-4-20250514,Webmall_Find_Compatible_Products_Task4,3,60
sonnet,claude-sonnet-4-20250514,Webmall_Find_Compatible_Products_Task5,2,35
sonnet,claude-sonnet-4-20250514,Webmall_Single_Product_Search_Task1,1,15
sonnet,claude-sonnet-4-20250514,Webmall_Single_Product_Search_Task10,2,25
sonnet,claude-sonnet-4-20250514,Webmall_Single_Product_Search_Task11,1,15
sonnet,claude-sonnet-4-20250514,Webmall_Single_Product_Search_Task12,1,15
sonnet,claude-sonnet-4-20250514,Webmall_Single_Product_Search_Task2,1,20
sonnet,claude-sonnet-4-20250514,Webmall_Single_Product_Search_Task3,2,35
sonnet,claude-sonnet-4-20250514,Webmall_Single_Product_Search_Task4,1,15
sonnet,claude-sonnet-4-20250514,Webmall_Single_Product_Search_Task5,1,15
sonnet,claude-sonnet-4-20250514,Webmall_Single_Product_Search_Task6,1,20
sonnet,claude-sonnet-4-20250514,Webmall_Single_Product_Search_Task7,1,15
sonnet,claude-sonnet-4-20250514,Webmall_Single_Product_Search_Task8,1,15
sonnet,claude-sonnet-4-20250514,Webmall_Single_Product_Search_Task9,1,20
sonnet,claude-sonnet-4-20250514,Webmall_Substitutes_Task1,2,40
sonnet,claude-sonnet-4-20250514,Webmall_Substitutes_Task2,1,20
sonnet,claude-sonnet-4-20250514,Webmall_Substitutes_Task3,9,165
sonnet,claude-sonnet-4-20250514,Webmall_Substitutes_Task4,1,30
sonnet,claude-sonnet-4-20250514,Webmall_Substitutes_Task5,3,65
sonnet,claude-sonnet-4-20250514,Webmall_Substitutes_Task6,1,30
