task_id,task_category,type,url,seen_in_history,model,agent_type,task_description
Webmall_Cheapest_Best_Fit_Vague_Task4,Cheapest_Best_Fit_Vague,additional,https://webmall-4.informatik.uni-mannheim.de/product/asus-dual-rtx4060-ti-evo-oc-pcie4-8gb-ddr6-hdmi-3-dp-2595mhz-clock-overclocked,No,Sonnet,NLWeb,"<task>\nFind the cheapest offers for each model of mid-tier nVidia gaming GPUs in the 4000 series. If multiple offers share the lowest price, return all of them.\n</task>"
Webmall_Cheapest_Best_Fit_Vague_Task4,Cheapest_Best_Fit_Vague,additional,https://webmall-4.informatik.uni-mannheim.de/product/asus-dual-rtx4060-ti-evo-oc-pcie4-8gb-ddr6-hdmi-3-dp-2595mhz-clock-overclocked,Yes,GPT-4.1,MCP,"<task>\nFind the cheapest offers for each model of mid-tier nVidia gaming GPUs in the 4000 series. If multiple offers share the lowest price, return all of them.\n</task>"
Webmall_Cheapest_Best_Fit_Vague_Task4,Cheapest_Best_Fit_Vague,additional,https://webmall-4.informatik.uni-mannheim.de/product/asus-dual-rtx4060-ti-evo-oc-pcie4-8gb-ddr6-hdmi-3-dp-2595mhz-clock-overclocked,Yes,Sonnet,MCP,"<task>\nFind the cheapest offers for each model of mid-tier nVidia gaming GPUs in the 4000 series. If multiple offers share the lowest price, return all of them.\n</task>"
Webmall_Cheapest_Best_Fit_Vague_Task4,Cheapest_Best_Fit_Vague,additional,https://webmall-4.informatik.uni-mannheim.de/product/asus-proart-rtx4070-ti-super-oc-16gb-ddr6x-hdmi-3-dp-2670mhz-clock-overlocked-compact-2-5-slot,Yes,GPT-4.1,MCP,"<task>\nFind the cheapest offers for each model of mid-tier nVidia gaming GPUs in the 4000 series. If multiple offers share the lowest price, return all of them.\n</task>"
Webmall_Cheapest_Best_Fit_Vague_Task5,Webmall_Cheapest_Best_Fit_Vague,missed,https://webmall-1.informatik.uni-mannheim.de/product/asrock-27-gaming-monitor-pg27fft1b-ips-1920-x-1080-1ms-2-hdmi-dp-180hz-srgb-123-freesync-vesa,No,GPT-4.1,RAG,"\nFind the cheapest offer for a gaming monitor which is suitable for competitive reaction-based e-sports gaming. If multiple offers share the lowest price, return all of them.\n"
Webmall_Cheapest_Best_Fit_Vague_Task5,Webmall_Cheapest_Best_Fit_Vague,missed,https://webmall-1.informatik.uni-mannheim.de/product/asrock-27-gaming-monitor-pg27fft1b-ips-1920-x-1080-1ms-2-hdmi-dp-180hz-srgb-123-freesync-vesa,No,Sonnet,RAG,"\nFind the cheapest offer for a gaming monitor which is suitable for competitive reaction-based e-sports gaming. If multiple offers share the lowest price, return all of them.\n"
Webmall_Cheapest_Best_Fit_Vague_Task5,Cheapest_Best_Fit_Vague,missed,https://webmall-1.informatik.uni-mannheim.de/product/asrock-27-gaming-monitor-pg27fft1b-ips-1920-x-1080-1ms-2-hdmi-dp-180hz-srgb-123-freesync-vesa,No,GPT-4.1,NLWeb,"<task>\nFind the cheapest offer for a gaming monitor which is suitable for competitive reaction-based e-sports gaming. If multiple offers share the lowest price, return all of them.\n</task>"
Webmall_Cheapest_Best_Fit_Vague_Task5,Cheapest_Best_Fit_Vague,missed,https://webmall-1.informatik.uni-mannheim.de/product/asrock-27-gaming-monitor-pg27fft1b-ips-1920-x-1080-1ms-2-hdmi-dp-180hz-srgb-123-freesync-vesa,No,Sonnet,NLWeb,"<task>\nFind the cheapest offer for a gaming monitor which is suitable for competitive reaction-based e-sports gaming. If multiple offers share the lowest price, return all of them.\n</task>"
Webmall_Cheapest_Best_Fit_Vague_Task5,Cheapest_Best_Fit_Vague,missed,https://webmall-1.informatik.uni-mannheim.de/product/asrock-27-gaming-monitor-pg27fft1b-ips-1920-x-1080-1ms-2-hdmi-dp-180hz-srgb-123-freesync-vesa,Yes,GPT-4.1,MCP,"<task>\nFind the cheapest offer for a gaming monitor which is suitable for competitive reaction-based e-sports gaming. If multiple offers share the lowest price, return all of them.\n</task>"
Webmall_Cheapest_Best_Fit_Vague_Task5,Cheapest_Best_Fit_Vague,missed,https://webmall-1.informatik.uni-mannheim.de/product/asrock-27-gaming-monitor-pg27fft1b-ips-1920-x-1080-1ms-2-hdmi-dp-180hz-srgb-123-freesync-vesa,Yes,Sonnet,MCP,"<task>\nFind the cheapest offer for a gaming monitor which is suitable for competitive reaction-based e-sports gaming. If multiple offers share the lowest price, return all of them.\n</task>"
Webmall_Cheapest_Best_Fit_Vague_Task5,Webmall_Cheapest_Best_Fit_Vague,missed,https://webmall-1.informatik.uni-mannheim.de/product/asus-27-tuf-gaming-monitor-vg279q3a-1920-x-1080-fast-ips-1ms-elmb-180hz-variable-overdrive-99-srgb-vesa,No,GPT-4.1,RAG,"\nFind the cheapest offer for a gaming monitor which is suitable for competitive reaction-based e-sports gaming. If multiple offers share the lowest price, return all of them.\n"
Webmall_Cheapest_Best_Fit_Vague_Task5,Webmall_Cheapest_Best_Fit_Vague,missed,https://webmall-1.informatik.uni-mannheim.de/product/asus-27-tuf-gaming-monitor-vg279q3a-1920-x-1080-fast-ips-1ms-elmb-180hz-variable-overdrive-99-srgb-vesa,No,Sonnet,RAG,"\nFind the cheapest offer for a gaming monitor which is suitable for competitive reaction-based e-sports gaming. If multiple offers share the lowest price, return all of them.\n"
Webmall_Cheapest_Best_Fit_Vague_Task5,Cheapest_Best_Fit_Vague,missed,https://webmall-1.informatik.uni-mannheim.de/product/asus-27-tuf-gaming-monitor-vg279q3a-1920-x-1080-fast-ips-1ms-elmb-180hz-variable-overdrive-99-srgb-vesa,No,GPT-4.1,NLWeb,"<task>\nFind the cheapest offer for a gaming monitor which is suitable for competitive reaction-based e-sports gaming. If multiple offers share the lowest price, return all of them.\n</task>"
Webmall_Cheapest_Best_Fit_Vague_Task5,Cheapest_Best_Fit_Vague,missed,https://webmall-1.informatik.uni-mannheim.de/product/asus-27-tuf-gaming-monitor-vg279q3a-1920-x-1080-fast-ips-1ms-elmb-180hz-variable-overdrive-99-srgb-vesa,No,Sonnet,NLWeb,"<task>\nFind the cheapest offer for a gaming monitor which is suitable for competitive reaction-based e-sports gaming. If multiple offers share the lowest price, return all of them.\n</task>"
Webmall_Cheapest_Best_Fit_Vague_Task5,Cheapest_Best_Fit_Vague,missed,https://webmall-1.informatik.uni-mannheim.de/product/asus-27-tuf-gaming-monitor-vg279q3a-1920-x-1080-fast-ips-1ms-elmb-180hz-variable-overdrive-99-srgb-vesa,Yes,GPT-4.1,MCP,"<task>\nFind the cheapest offer for a gaming monitor which is suitable for competitive reaction-based e-sports gaming. If multiple offers share the lowest price, return all of them.\n</task>"
Webmall_Cheapest_Best_Fit_Vague_Task5,Cheapest_Best_Fit_Vague,missed,https://webmall-1.informatik.uni-mannheim.de/product/asus-27-tuf-gaming-monitor-vg279q3a-1920-x-1080-fast-ips-1ms-elmb-180hz-variable-overdrive-99-srgb-vesa,Yes,Sonnet,MCP,"<task>\nFind the cheapest offer for a gaming monitor which is suitable for competitive reaction-based e-sports gaming. If multiple offers share the lowest price, return all of them.\n</task>"
Webmall_Cheapest_Best_Fit_Vague_Task5,Webmall_Cheapest_Best_Fit_Vague,missed,https://webmall-3.informatik.uni-mannheim.de/product/asus-27-tuf-gaming-monitor-vg279q3a-1920-x-1080-fast-ips-1ms-elmb-180hz-variable-overdrive-99-srgb-vesa,No,GPT-4.1,RAG,"\nFind the cheapest offer for a gaming monitor which is suitable for competitive reaction-based e-sports gaming. If multiple offers share the lowest price, return all of them.\n"
Webmall_Cheapest_Best_Fit_Vague_Task5,Webmall_Cheapest_Best_Fit_Vague,missed,https://webmall-3.informatik.uni-mannheim.de/product/asus-27-tuf-gaming-monitor-vg279q3a-1920-x-1080-fast-ips-1ms-elmb-180hz-variable-overdrive-99-srgb-vesa,No,Sonnet,RAG,"\nFind the cheapest offer for a gaming monitor which is suitable for competitive reaction-based e-sports gaming. If multiple offers share the lowest price, return all of them.\n"
Webmall_Cheapest_Best_Fit_Vague_Task5,Cheapest_Best_Fit_Vague,missed,https://webmall-3.informatik.uni-mannheim.de/product/asus-27-tuf-gaming-monitor-vg279q3a-1920-x-1080-fast-ips-1ms-elmb-180hz-variable-overdrive-99-srgb-vesa,No,GPT-4.1,NLWeb,"<task>\nFind the cheapest offer for a gaming monitor which is suitable for competitive reaction-based e-sports gaming. If multiple offers share the lowest price, return all of them.\n</task>"
Webmall_Cheapest_Best_Fit_Vague_Task5,Cheapest_Best_Fit_Vague,missed,https://webmall-3.informatik.uni-mannheim.de/product/asus-27-tuf-gaming-monitor-vg279q3a-1920-x-1080-fast-ips-1ms-elmb-180hz-variable-overdrive-99-srgb-vesa,No,Sonnet,NLWeb,"<task>\nFind the cheapest offer for a gaming monitor which is suitable for competitive reaction-based e-sports gaming. If multiple offers share the lowest price, return all of them.\n</task>"
Webmall_Cheapest_Best_Fit_Vague_Task5,Cheapest_Best_Fit_Vague,missed,https://webmall-3.informatik.uni-mannheim.de/product/asus-27-tuf-gaming-monitor-vg279q3a-1920-x-1080-fast-ips-1ms-elmb-180hz-variable-overdrive-99-srgb-vesa,Yes,GPT-4.1,MCP,"<task>\nFind the cheapest offer for a gaming monitor which is suitable for competitive reaction-based e-sports gaming. If multiple offers share the lowest price, return all of them.\n</task>"
Webmall_Cheapest_Best_Fit_Vague_Task5,Cheapest_Best_Fit_Vague,missed,https://webmall-3.informatik.uni-mannheim.de/product/asus-27-tuf-gaming-monitor-vg279q3a-1920-x-1080-fast-ips-1ms-elmb-180hz-variable-overdrive-99-srgb-vesa,Yes,Sonnet,MCP,"<task>\nFind the cheapest offer for a gaming monitor which is suitable for competitive reaction-based e-sports gaming. If multiple offers share the lowest price, return all of them.\n</task>"
Webmall_Cheapest_Best_Fit_Vague_Task5,Webmall_Cheapest_Best_Fit_Vague,missed,https://webmall-4.informatik.uni-mannheim.de/product/asrock-27-gaming-monitor-pg27fft1b-ips-1920-x-1080-1ms-2-hdmi-dp-180hz-srgb-123-freesync-vesa,No,GPT-4.1,RAG,"\nFind the cheapest offer for a gaming monitor which is suitable for competitive reaction-based e-sports gaming. If multiple offers share the lowest price, return all of them.\n"
Webmall_Cheapest_Best_Fit_Vague_Task5,Webmall_Cheapest_Best_Fit_Vague,missed,https://webmall-4.informatik.uni-mannheim.de/product/asrock-27-gaming-monitor-pg27fft1b-ips-1920-x-1080-1ms-2-hdmi-dp-180hz-srgb-123-freesync-vesa,No,Sonnet,RAG,"\nFind the cheapest offer for a gaming monitor which is suitable for competitive reaction-based e-sports gaming. If multiple offers share the lowest price, return all of them.\n"
Webmall_Cheapest_Best_Fit_Vague_Task5,Cheapest_Best_Fit_Vague,missed,https://webmall-4.informatik.uni-mannheim.de/product/asrock-27-gaming-monitor-pg27fft1b-ips-1920-x-1080-1ms-2-hdmi-dp-180hz-srgb-123-freesync-vesa,No,GPT-4.1,NLWeb,"<task>\nFind the cheapest offer for a gaming monitor which is suitable for competitive reaction-based e-sports gaming. If multiple offers share the lowest price, return all of them.\n</task>"
Webmall_Cheapest_Best_Fit_Vague_Task5,Cheapest_Best_Fit_Vague,missed,https://webmall-4.informatik.uni-mannheim.de/product/asrock-27-gaming-monitor-pg27fft1b-ips-1920-x-1080-1ms-2-hdmi-dp-180hz-srgb-123-freesync-vesa,No,Sonnet,NLWeb,"<task>\nFind the cheapest offer for a gaming monitor which is suitable for competitive reaction-based e-sports gaming. If multiple offers share the lowest price, return all of them.\n</task>"
Webmall_Cheapest_Best_Fit_Vague_Task5,Cheapest_Best_Fit_Vague,missed,https://webmall-4.informatik.uni-mannheim.de/product/asrock-27-gaming-monitor-pg27fft1b-ips-1920-x-1080-1ms-2-hdmi-dp-180hz-srgb-123-freesync-vesa,Yes,GPT-4.1,MCP,"<task>\nFind the cheapest offer for a gaming monitor which is suitable for competitive reaction-based e-sports gaming. If multiple offers share the lowest price, return all of them.\n</task>"
Webmall_Cheapest_Best_Fit_Vague_Task5,Cheapest_Best_Fit_Vague,missed,https://webmall-4.informatik.uni-mannheim.de/product/asrock-27-gaming-monitor-pg27fft1b-ips-1920-x-1080-1ms-2-hdmi-dp-180hz-srgb-123-freesync-vesa,Yes,Sonnet,MCP,"<task>\nFind the cheapest offer for a gaming monitor which is suitable for competitive reaction-based e-sports gaming. If multiple offers share the lowest price, return all of them.\n</task>"
Webmall_Cheapest_Best_Fit_Vague_Task5,Cheapest_Best_Fit_Vague,additional,https://webmall-1.informatik.uni-mannheim.de/product/msi-g2412v-169-fhd-100hz-ips-freesync-gaming-monitor-23-8-black,Yes,Sonnet,MCP,"<task>\nFind the cheapest offer for a gaming monitor which is suitable for competitive reaction-based e-sports gaming. If multiple offers share the lowest price, return all of them.\n</task>"
Webmall_Cheapest_Best_Fit_Vague_Task5,Cheapest_Best_Fit_Vague,additional,https://webmall-1.informatik.uni-mannheim.de/product/sceptre-monitor-e205w-16003r-20-75hz-hd-black,No,GPT-4.1,NLWeb,"<task>\nFind the cheapest offer for a gaming monitor which is suitable for competitive reaction-based e-sports gaming. If multiple offers share the lowest price, return all of them.\n</task>"
Webmall_Cheapest_Best_Fit_Vague_Task5,Cheapest_Best_Fit_Vague,additional,https://webmall-1.informatik.uni-mannheim.de/product/sceptre-monitor-e205w-16003r-20-75hz-hd-black,Yes,GPT-4.1,MCP,"<task>\nFind the cheapest offer for a gaming monitor which is suitable for competitive reaction-based e-sports gaming. If multiple offers share the lowest price, return all of them.\n</task>"
Webmall_Cheapest_Best_Fit_Vague_Task5,Webmall_Cheapest_Best_Fit_Vague,additional,https://webmall-3.informatik.uni-mannheim.de/product/acer-gn246hl-24-inch-full-hd-led-backlight-lcd-monitor-144hz-hdmi-dvi-vga-grade-a,Yes,Sonnet,RAG,"\nFind the cheapest offer for a gaming monitor which is suitable for competitive reaction-based e-sports gaming. If multiple offers share the lowest price, return all of them.\n"
Webmall_Cheapest_Best_Fit_Vague_Task5,Webmall_Cheapest_Best_Fit_Vague,additional,https://webmall-3.informatik.uni-mannheim.de/product/samsung-odyssey-g3-lf27g35tfwuxen-27-gaming-monitor-144hz-1ms-1080p-fhd,Yes,GPT-4.1,RAG,"\nFind the cheapest offer for a gaming monitor which is suitable for competitive reaction-based e-sports gaming. If multiple offers share the lowest price, return all of them.\n"
Webmall_Cheapest_Best_Fit_Vague_Task6,Webmall_Cheapest_Best_Fit_Vague,missed,https://webmall-1.informatik.uni-mannheim.de/product/asus-tuf-gaming-gt501-gaming-case-w-window-e-atx-tempered-smoked-glass-3-x-12cm-rgb-fans-carry-handles,No,GPT-4.1,RAG,"\nFind the cheapest offer for a large PC case from ASUS that can be easily carried to frequent LAN parties. If multiple offers share the lowest price, return all of them.\n"
Webmall_Cheapest_Best_Fit_Vague_Task6,Webmall_Cheapest_Best_Fit_Vague,missed,https://webmall-1.informatik.uni-mannheim.de/product/asus-tuf-gaming-gt501-gaming-case-w-window-e-atx-tempered-smoked-glass-3-x-12cm-rgb-fans-carry-handles,Yes,Sonnet,RAG,"\nFind the cheapest offer for a large PC case from ASUS that can be easily carried to frequent LAN parties. If multiple offers share the lowest price, return all of them.\n"
Webmall_Cheapest_Best_Fit_Vague_Task6,Cheapest_Best_Fit_Vague,missed,https://webmall-1.informatik.uni-mannheim.de/product/asus-tuf-gaming-gt501-gaming-case-w-window-e-atx-tempered-smoked-glass-3-x-12cm-rgb-fans-carry-handles,No,GPT-4.1,NLWeb,"<task>\nFind the cheapest offer for a large PC case from ASUS that can be easily carried to frequent LAN parties. If multiple offers share the lowest price, return all of them.\n</task>"
Webmall_Cheapest_Best_Fit_Vague_Task6,Cheapest_Best_Fit_Vague,missed,https://webmall-1.informatik.uni-mannheim.de/product/asus-tuf-gaming-gt501-gaming-case-w-window-e-atx-tempered-smoked-glass-3-x-12cm-rgb-fans-carry-handles,Yes,Sonnet,MCP,"<task>\nFind the cheapest offer for a large PC case from ASUS that can be easily carried to frequent LAN parties. If multiple offers share the lowest price, return all of them.\n</task>"
Webmall_Cheapest_Best_Fit_Vague_Task6,Webmall_Cheapest_Best_Fit_Vague,missed,https://webmall-4.informatik.uni-mannheim.de/product/asus-tuf-gaming-gt501-gaming-case-w-window-e-atx-tempered-smoked-glass-3-x-12cm-rgb-fans-carry-handles,No,GPT-4.1,RAG,"\nFind the cheapest offer for a large PC case from ASUS that can be easily carried to frequent LAN parties. If multiple offers share the lowest price, return all of them.\n"
Webmall_Cheapest_Best_Fit_Vague_Task6,Webmall_Cheapest_Best_Fit_Vague,missed,https://webmall-4.informatik.uni-mannheim.de/product/asus-tuf-gaming-gt501-gaming-case-w-window-e-atx-tempered-smoked-glass-3-x-12cm-rgb-fans-carry-handles,Yes,Sonnet,RAG,"\nFind the cheapest offer for a large PC case from ASUS that can be easily carried to frequent LAN parties. If multiple offers share the lowest price, return all of them.\n"
Webmall_Cheapest_Best_Fit_Vague_Task6,Cheapest_Best_Fit_Vague,missed,https://webmall-4.informatik.uni-mannheim.de/product/asus-tuf-gaming-gt501-gaming-case-w-window-e-atx-tempered-smoked-glass-3-x-12cm-rgb-fans-carry-handles,No,GPT-4.1,NLWeb,"<task>\nFind the cheapest offer for a large PC case from ASUS that can be easily carried to frequent LAN parties. If multiple offers share the lowest price, return all of them.\n</task>"
Webmall_Cheapest_Best_Fit_Vague_Task6,Cheapest_Best_Fit_Vague,missed,https://webmall-4.informatik.uni-mannheim.de/product/asus-tuf-gaming-gt501-gaming-case-w-window-e-atx-tempered-smoked-glass-3-x-12cm-rgb-fans-carry-handles,Yes,Sonnet,MCP,"<task>\nFind the cheapest offer for a large PC case from ASUS that can be easily carried to frequent LAN parties. If multiple offers share the lowest price, return all of them.\n</task>"
Webmall_Cheapest_Best_Fit_Vague_Task6,Webmall_Cheapest_Best_Fit_Vague,missed,https://webmall-4.informatik.uni-mannheim.de/product/asus-tuf-gaming-gt501-white-gaming-case-w-window-e-atx-tempered-smoked-glass-3-x-12cm-rgb-fans-carry-handles,No,GPT-4.1,RAG,"\nFind the cheapest offer for a large PC case from ASUS that can be easily carried to frequent LAN parties. If multiple offers share the lowest price, return all of them.\n"
Webmall_Cheapest_Best_Fit_Vague_Task6,Webmall_Cheapest_Best_Fit_Vague,missed,https://webmall-4.informatik.uni-mannheim.de/product/asus-tuf-gaming-gt501-white-gaming-case-w-window-e-atx-tempered-smoked-glass-3-x-12cm-rgb-fans-carry-handles,Yes,Sonnet,RAG,"\nFind the cheapest offer for a large PC case from ASUS that can be easily carried to frequent LAN parties. If multiple offers share the lowest price, return all of them.\n"
Webmall_Cheapest_Best_Fit_Vague_Task6,Cheapest_Best_Fit_Vague,missed,https://webmall-4.informatik.uni-mannheim.de/product/asus-tuf-gaming-gt501-white-gaming-case-w-window-e-atx-tempered-smoked-glass-3-x-12cm-rgb-fans-carry-handles,No,GPT-4.1,NLWeb,"<task>\nFind the cheapest offer for a large PC case from ASUS that can be easily carried to frequent LAN parties. If multiple offers share the lowest price, return all of them.\n</task>"
Webmall_Cheapest_Best_Fit_Vague_Task6,Cheapest_Best_Fit_Vague,missed,https://webmall-4.informatik.uni-mannheim.de/product/asus-tuf-gaming-gt501-white-gaming-case-w-window-e-atx-tempered-smoked-glass-3-x-12cm-rgb-fans-carry-handles,Yes,Sonnet,MCP,"<task>\nFind the cheapest offer for a large PC case from ASUS that can be easily carried to frequent LAN parties. If multiple offers share the lowest price, return all of them.\n</task>"
Webmall_Cheapest_Best_Fit_Vague_Task6,Cheapest_Best_Fit_Vague,additional,https://webmall-1.informatik.uni-mannheim.de/product/asus-a21-plus-argb-gaming-case-w-glass-window-micro-atx-4x-argb-fans-380mm-gpu-360mm-radiator-support-asus-btf-compatible-black,No,GPT-4.1,NLWeb,"<task>\nFind the cheapest offer for a large PC case from ASUS that can be easily carried to frequent LAN parties. If multiple offers share the lowest price, return all of them.\n</task>"
Webmall_Cheapest_Best_Fit_Vague_Task6,Cheapest_Best_Fit_Vague,additional,https://webmall-1.informatik.uni-mannheim.de/product/asus-a21-plus-argb-gaming-case-w-glass-window-micro-atx-4x-argb-fans-380mm-gpu-360mm-radiator-support-asus-btf-compatible-black,Yes,Sonnet,MCP,"<task>\nFind the cheapest offer for a large PC case from ASUS that can be easily carried to frequent LAN parties. If multiple offers share the lowest price, return all of them.\n</task>"
Webmall_Cheapest_Best_Fit_Vague_Task6,Webmall_Cheapest_Best_Fit_Vague,additional,https://webmall-4.informatik.uni-mannheim.de/product/asus-prime-a21-white-mid-tower-micro-atx,Yes,GPT-4.1,RAG,"\nFind the cheapest offer for a large PC case from ASUS that can be easily carried to frequent LAN parties. If multiple offers share the lowest price, return all of them.\n"
Webmall_Cheapest_Best_Fit_Vague_Task6,Cheapest_Best_Fit_Vague,additional,https://webmall-4.informatik.uni-mannheim.de/product/asus-prime-ap201-gaming-case-micro-atx-quasi-filter-mesh-usb-c-tool-free-panels-338mm-gpu-360mm-radiator-support-white,No,GPT-4.1,NLWeb,"<task>\nFind the cheapest offer for a large PC case from ASUS that can be easily carried to frequent LAN parties. If multiple offers share the lowest price, return all of them.\n</task>"
Webmall_Cheapest_Best_Fit_Vague_Task6,Cheapest_Best_Fit_Vague,additional,https://webmall-4.informatik.uni-mannheim.de/product/asus-prime-ap201-gaming-case-micro-atx-quasi-filter-mesh-usb-c-tool-free-panels-338mm-gpu-360mm-radiator-support-white,Yes,Sonnet,MCP,"<task>\nFind the cheapest offer for a large PC case from ASUS that can be easily carried to frequent LAN parties. If multiple offers share the lowest price, return all of them.\n</task>"
Webmall_Cheapest_Best_Fit_Vague_Task6,Webmall_Cheapest_Best_Fit_Vague,additional,https://webmall-4.informatik.uni-mannheim.de/product/asus-prime-ap201-gaming-case-w-tempered-glass-window-micro-atx-usb-c-tool-free-panels-338mm-gpu-360mm-radiator-support-black,Yes,GPT-4.1,RAG,"\nFind the cheapest offer for a large PC case from ASUS that can be easily carried to frequent LAN parties. If multiple offers share the lowest price, return all of them.\n"
Webmall_Cheapest_Best_Fit_Vague_Task6,Webmall_Cheapest_Best_Fit_Vague,additional,https://webmall-4.informatik.uni-mannheim.de/product/asus-tuf-gaming-gt301-compact-gaming-case-w-window-atx-tempered-glass-3-x-12cm-rgb-fans-rgb-controller-headphone-hook,Yes,Sonnet,RAG,"\nFind the cheapest offer for a large PC case from ASUS that can be easily carried to frequent LAN parties. If multiple offers share the lowest price, return all of them.\n"
Webmall_Cheapest_Best_Fit_Vague_Task6,Cheapest_Best_Fit_Vague,additional,https://webmall-4.informatik.uni-mannheim.de/product/asus-tuf-gaming-gt301-compact-gaming-case-w-window-atx-tempered-glass-3-x-12cm-rgb-fans-rgb-controller-headphone-hook,No,GPT-4.1,NLWeb,"<task>\nFind the cheapest offer for a large PC case from ASUS that can be easily carried to frequent LAN parties. If multiple offers share the lowest price, return all of them.\n</task>"
Webmall_Cheapest_Best_Fit_Vague_Task6,Cheapest_Best_Fit_Vague,additional,https://webmall-4.informatik.uni-mannheim.de/product/asus-tuf-gaming-gt301-compact-gaming-case-w-window-atx-tempered-glass-3-x-12cm-rgb-fans-rgb-controller-headphone-hook,Yes,Sonnet,MCP,"<task>\nFind the cheapest offer for a large PC case from ASUS that can be easily carried to frequent LAN parties. If multiple offers share the lowest price, return all of them.\n</task>"
Webmall_Cheapest_Best_Fit_Vague_Task6,Cheapest_Best_Fit_Vague,additional,https://webmall-4.informatik.uni-mannheim.de/product/asus-tuf-gaming-gt502-case-w-front-side-glass-window-atx-dual-chamber-modular-design-led-control-button-usb-c-carry-handles-black,No,Sonnet,NLWeb,"<task>\nFind the cheapest offer for a large PC case from ASUS that can be easily carried to frequent LAN parties. If multiple offers share the lowest price, return all of them.\n</task>"
Webmall_Cheapest_Best_Fit_Vague_Task6,Cheapest_Best_Fit_Vague,additional,https://webmall-4.informatik.uni-mannheim.de/product/asus-tuf-gaming-gt502-plus-case-w-front-side-glass-windows-atx-dual-chamber-modular-design-4x-argb-fans-lighting-hub-usb-c-carry-handles-black,No,Sonnet,NLWeb,"<task>\nFind the cheapest offer for a large PC case from ASUS that can be easily carried to frequent LAN parties. If multiple offers share the lowest price, return all of them.\n</task>"
Webmall_Cheapest_Product_Search_Task1,Cheapest_Product,additional,https://webmall-2.informatik.uni-mannheim.de/product/bose-quietcomfort-ultra-wireless-headphones-with-noise-cancellation-plays-up-to-24-hours-musical-modes-clear-calls-black,Yes,GPT-4.1,MCP,"<task>\nFind the cheapest offer for the Bose Quietcomfort Ultra Headphones. If multiple offers share the lowest price, return all of them.\n</task>"
Webmall_Cheapest_Product_Search_Task10,Cheapest_Product,additional,https://webmall-1.informatik.uni-mannheim.de/product/be-quiet-pure-base-500-gaming-case-with-window-atx-no-psu-2-x-pure-wings-2-fans-psu-shroud-black,Yes,GPT-4.1,MCP,"<task>\nFind the cheapest offer for a Be Quiet! Pure Base 500 Gaming Case. If multiple offers share the lowest price, return all of them.\n</task>"
Webmall_Cheapest_Product_Search_Task10,Cheapest_Product,additional,https://webmall-3.informatik.uni-mannheim.de/product/be-quiet-pure-base-500-gaming-case-with-window-atx-2-x-pure-wings-2-fans-psu-shroud-black,No,GPT-4.1,NLWeb,"<task>\nFind the cheapest offer for a Be Quiet! Pure Base 500 Gaming Case. If multiple offers share the lowest price, return all of them.\n</task>"
Webmall_Cheapest_Product_Search_Task10,Cheapest_Product,additional,https://webmall-3.informatik.uni-mannheim.de/product/be-quiet-pure-base-500-gaming-case-with-window-atx-2-x-pure-wings-2-fans-psu-shroud-black,Yes,GPT-4.1,MCP,"<task>\nFind the cheapest offer for a Be Quiet! Pure Base 500 Gaming Case. If multiple offers share the lowest price, return all of them.\n</task>"
Webmall_Cheapest_Product_Search_Task2,Webmall_Cheapest_Product_Search,missed,https://webmall-1.informatik.uni-mannheim.de/product/samsung-1tb-870-evo-ssd-2-5-sata3-v-nand-r-w-560-530-mb-s-98k-88k-iops-7mm,Yes,Sonnet,RAG,"\nFind the cheapest offer for each storage size of the Samsung 870 Evo. If multiple offers share the lowest price, return all of them.\n"
Webmall_Cheapest_Product_Search_Task2,Webmall_Cheapest_Product_Search,missed,https://webmall-1.informatik.uni-mannheim.de/product/samsung-870-evo-2-5-250-gb-sata-iii-v-nand,Yes,Sonnet,RAG,"\nFind the cheapest offer for each storage size of the Samsung 870 Evo. If multiple offers share the lowest price, return all of them.\n"
Webmall_Cheapest_Product_Search_Task2,Webmall_Cheapest_Product_Search,missed,https://webmall-2.informatik.uni-mannheim.de/product/samsung-870-evo-2tb-2-5-sata-iii-6gb-s-ssd-560r-530w-mb-s-mz-77e2t0bw,Yes,Sonnet,RAG,"\nFind the cheapest offer for each storage size of the Samsung 870 Evo. If multiple offers share the lowest price, return all of them.\n"
Webmall_Cheapest_Product_Search_Task2,Webmall_Cheapest_Product_Search,missed,https://webmall-3.informatik.uni-mannheim.de/product/samsung-4tb-870-evo-ssd-2-5-sata3-v-nand-r-w-560-530-mb-s-98k-88k-iops-7mm,Yes,Sonnet,RAG,"\nFind the cheapest offer for each storage size of the Samsung 870 Evo. If multiple offers share the lowest price, return all of them.\n"
Webmall_Cheapest_Product_Search_Task2,Cheapest_Product,missed,https://webmall-3.informatik.uni-mannheim.de/product/samsung-4tb-870-evo-ssd-2-5-sata3-v-nand-r-w-560-530-mb-s-98k-88k-iops-7mm,Yes,GPT-4.1,MCP,"<task>\nFind the cheapest offer for each storage size of the Samsung 870 Evo. If multiple offers share the lowest price, return all of them.\n</task>"
Webmall_Cheapest_Product_Search_Task2,Webmall_Cheapest_Product_Search,additional,https://webmall-1.informatik.uni-mannheim.de/product/samsung-2tb-870-evo-sata-internal-ssd,Yes,GPT-4.1,RAG,"\nFind the cheapest offer for each storage size of the Samsung 870 Evo. If multiple offers share the lowest price, return all of them.\n"
